id,nombre,seccion,colonia,municipio,celular,email,latitud,longitud,segmento,canal,mensaje_tipo,fecha_contacto,encuestador
PP645-0266,Ana Hernandez Ruiz,645,El Cholla,Puerto Penasco,6386806635,,31.310533,-113.528101,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-25,Brigadista-08
PP645-0267,Elena Ruiz Hernandez,645,Fraccionamiento Penasco,Puerto Penasco,6384962502,,31.314243,-113.527944,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-11,Brigadista-02
PP645-0268,Claudia Garcia Ochoa,645,Fraccionamiento Penasco,Puerto Penasco,,claudia.70@gmail.com,31.312033,-113.527884,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-19,Brigadista-11
PP645-0269,Ricardo Acosta Ramos,645,Playas de Encanto,Puerto Penasco,6387502411,ricardo.27@gmail.com,31.311472,-113.527363,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-09,Brigadista-06
PP645-0270,Adriana Zazueta Gonzalez,645,Ejido Coahuila,Puerto Penasco,,,31.313214,-113.521932,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-03,Brigadista-10
PP645-0271,Ernesto Garcia Zazueta,645,Puerto Viejo,Puerto Penasco,6384859992,ernesto.34@gmail.com,31.31073,-113.52716,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-17,Brigadista-04
PP645-0272,Patricia Ibarra Torres,645,La Marina,Puerto Penasco,6386219258,,31.310877,-113.528432,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-08,Brigadista-08
PP645-0273,Francisco Zazueta Perez,645,Barrio Antiguo,Puerto Penasco,6382386477,francisco.22@gmail.com,31.311131,-113.520692,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-25,Brigadista-07
PP645-0274,Sandra Garcia Lizarraga,645,Ejido Suviri,Puerto Penasco,,,31.310876,-113.524124,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-18,Brigadista-05
PP645-0275,Ernesto Celaya Ochoa,645,Villa Bonita,Puerto Penasco,6389976215,,31.314414,-113.522046,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-22,Brigadista-03
PP645-0276,Carmen Torres Garcia,645,Villa Bonita,Puerto Penasco,,,31.310873,-113.524508,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-01,Brigadista-10
PP645-0277,Sandra Ibarra Rodriguez,645,Barrio Antiguo,Puerto Penasco,6385726375,sandra.72@gmail.com,31.312432,-113.524659,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-13,Brigadista-06
PP645-0278,Adriana Valenzuela Jimenez,645,Centro,Puerto Penasco,6385483468,adriana.55@gmail.com,31.310777,-113.523904,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-10,Brigadista-01
PP645-0279,Hector Zazueta Ramos,645,Fraccionamiento Penasco,Puerto Penasco,6382410072,,31.313224,-113.528264,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-23,Brigadista-12
PP645-0280,Sergio Acosta Ramos,645,Barrio Antiguo,Puerto Penasco,6381681842,sergio.57@gmail.com,31.314309,-113.52485,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-17,Brigadista-03
PP645-0281,Carlos Gastelum Bernal,645,Puerto Viejo,Puerto Penasco,6386666886,,31.313768,-113.522791,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-03,Brigadista-05
PP645-0282,Carmen Ibarra Sanchez,645,Colonia Nuevo Penasco,Puerto Penasco,6385378446,,31.312691,-113.526966,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-23,Brigadista-09
PP645-0283,Ana Celaya Ochoa,645,Colonia Nuevo Penasco,Puerto Penasco,6388330731,ana.98@gmail.com,31.31297,-113.522165,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-05,Brigadista-03
PP645-0284,Patricia Jimenez Mendoza,645,Centro,Puerto Penasco,6387831393,patricia.63@gmail.com,31.312365,-113.523259,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-26,Brigadista-03
PP645-0285,Jorge Perez Ortiz,645,El Mirador,Puerto Penasco,6381303213,,31.313618,-113.525128,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-29,Brigadista-02
PP645-0286,Sandra Moreno Valenzuela,645,Ejido Suviri,Puerto Penasco,6388979292,,31.312397,-113.522752,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-15,Brigadista-06
PP645-0287,Sandra Lizarraga Morales,645,Fraccionamiento Penasco,Puerto Penasco,6387544141,sandra.14@gmail.com,31.311284,-113.526165,Activación,Visita,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-26,Brigadista-10
PP645-0288,Sergio Hernandez Morales,645,Ejido Coahuila,Puerto Penasco,,sergio.50@gmail.com,31.312073,-113.523617,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-12,Brigadista-11
PP645-0289,Sergio Ibarra Moreno,645,Centro,Puerto Penasco,6385762844,,31.312232,-113.527869,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-15,Brigadista-04
PP645-0290,Rosa Perez Zazueta,645,Colonia Nuevo Penasco,Puerto Penasco,6384545112,,31.310839,-113.524456,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-20,Brigadista-05
PP645-0291,Norma Moreno Bojorquez,645,Colonia Nuevo Penasco,Puerto Penasco,6388015896,,31.313532,-113.52784,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-01,Brigadista-06
PP645-0292,Jorge Bernal Zazueta,645,El Mirador,Puerto Penasco,,,31.312767,-113.523627,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-15,Brigadista-08
PP645-0293,Maria Valenzuela Acosta,645,Fraccionamiento Penasco,Puerto Penasco,6382649587,,31.310985,-113.521454,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-25,Brigadista-07
PP645-0294,Roberto Ramirez Bernal,645,Puerto Viejo,Puerto Penasco,,,31.31258,-113.525594,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-02,Brigadista-07
PP645-0295,Oscar Hernandez Celaya,645,Centro,Puerto Penasco,,,31.309972,-113.526356,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-12,Brigadista-11
PP645-0296,Francisco Acosta Celaya,645,El Mirador,Puerto Penasco,6383939552,,31.309588,-113.52469,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-01,Brigadista-04
PP645-0297,Margarita Acosta Acosta,645,El Mirador,Puerto Penasco,6388443265,,31.314321,-113.526643,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-06,Brigadista-03
PP645-0298,Laura Flores Ramos,645,Barrio Antiguo,Puerto Penasco,,,31.309035,-113.52479,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-19,Brigadista-01
PP645-0299,Diana Ochoa Gastelum,645,Puerto Viejo,Puerto Penasco,,,31.311027,-113.523164,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-31,Brigadista-12
PP645-0300,Hector Martinez Esquer,645,Los Medanos,Puerto Penasco,6382003047,hector.60@gmail.com,31.312381,-113.522862,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-09,Brigadista-12
PP645-0301,Ernesto Esquer Ibarra,645,Playas de Encanto,Puerto Penasco,,ernesto.43@gmail.com,31.313121,-113.526013,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-04,Brigadista-10
PP645-0302,Eduardo Valenzuela Torres,645,El Mirador,Puerto Penasco,,,31.309425,-113.528263,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-28,Brigadista-05
PP645-0303,Sofia Vazquez Valenzuela,645,La Marina,Puerto Penasco,6388460359,sofia.67@gmail.com,31.311602,-113.521222,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-28,Brigadista-05
PP645-0304,Guadalupe Jimenez Martinez,645,El Mirador,Puerto Penasco,6387221849,,31.313422,-113.523947,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-01,Brigadista-05
PP645-0305,Elena Ochoa Esquer,645,La Marina,Puerto Penasco,6383591094,,31.312115,-113.522862,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-28,Brigadista-03
PP645-0306,Roberto Martinez Morales,645,La Marina,Puerto Penasco,6383489124,,31.310878,-113.526649,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-31,Brigadista-06
PP645-0307,Francisco Bojorquez Torres,645,Villa Bonita,Puerto Penasco,,,31.312458,-113.525634,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-08,Brigadista-08
PP645-0308,Oscar Gastelum Garcia,645,Puerto Viejo,Puerto Penasco,6386743965,oscar.36@gmail.com,31.311538,-113.521476,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-29,Brigadista-03
PP645-0309,Antonio Bojorquez Lizarraga,645,Barrio Antiguo,Puerto Penasco,6381204695,,31.313611,-113.522306,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-10,Brigadista-09
PP645-0310,Juan Zazueta Perez,645,Villa Bonita,Puerto Penasco,,,31.310738,-113.522634,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-01,Brigadista-09
PP645-0311,Carmen Rodriguez Esquer,645,El Mirador,Puerto Penasco,,carmen.33@gmail.com,31.311914,-113.521693,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-28,Brigadista-11
PP645-0312,Patricia Lopez Mendoza,645,Fraccionamiento del Mar,Puerto Penasco,,patricia.34@gmail.com,31.313126,-113.527221,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-02,Brigadista-02
PP645-0313,Margarita Ortiz Ramos,645,Los Medanos,Puerto Penasco,,,31.310328,-113.528077,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-18,Brigadista-01
PP645-0314,Rosa Esquer Hernandez,645,Los Medanos,Puerto Penasco,6384311759,rosa.85@gmail.com,31.30961,-113.523594,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-28,Brigadista-10
PP645-0315,Rosa Esquer Cruz,645,Barrio Antiguo,Puerto Penasco,6381008306,rosa.62@gmail.com,31.31221,-113.524172,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-22,Brigadista-05
PP645-0316,Ernesto Jimenez Ruiz,645,Fraccionamiento del Mar,Puerto Penasco,6389928667,ernesto.45@gmail.com,31.311708,-113.527684,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-27,Brigadista-09
PP645-0317,Maria Cardenas Bernal,645,Los Medanos,Puerto Penasco,6389317941,maria.18@gmail.com,31.309514,-113.522497,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-04,Brigadista-07
PP645-0318,Laura Reyes Cruz,645,Playas de Encanto,Puerto Penasco,6384889005,laura.74@gmail.com,31.314102,-113.528417,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-03,Brigadista-06
PP645-0319,Margarita Torres Cardenas,645,Fraccionamiento Penasco,Puerto Penasco,,margarita.60@gmail.com,31.312906,-113.525043,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-06,Brigadista-03
PP645-0320,Diana Ochoa Moreno,645,Fraccionamiento del Mar,Puerto Penasco,,diana.43@gmail.com,31.309345,-113.523807,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-14,Brigadista-05
PP640-0001,Elena Ibarra Zazueta,640,Colonia Pescadores,Puerto Penasco,6381095169,,31.308006,-113.543243,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-09,Brigadista-01
PP640-0002,Sandra Mendoza Martinez,640,Colonia Nuevo Penasco,Puerto Penasco,,sandra.42@gmail.com,31.316204,-113.551862,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-02,Brigadista-06
PP640-0003,Margarita Bernal Esquer,640,Fraccionamiento del Mar,Puerto Penasco,6382792386,margarita.30@gmail.com,31.315094,-113.548157,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-04,Brigadista-12
PP640-0004,Juan Gastelum Lizarraga,640,El Mirador,Puerto Penasco,6385700013,,31.310591,-113.545199,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-21,Brigadista-07
PP640-0005,Manuel Sanchez Ochoa,640,El Cholla,Puerto Penasco,6382241325,manuel.62@gmail.com,31.31006,-113.548522,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-08,Brigadista-03
PP640-0006,Monica Hernandez Esquer,640,El Mirador,Puerto Penasco,,monica.79@gmail.com,31.312335,-113.547582,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-04,Brigadista-11
PP640-0007,Claudia Esquer Morales,640,Fraccionamiento Penasco,Puerto Penasco,6386389968,,31.307983,-113.545378,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-13,Brigadista-06
PP640-0008,Alejandro Martinez Ramirez,640,Playas de Encanto,Puerto Penasco,6387891727,,31.314509,-113.545989,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-07,Brigadista-08
PP640-0009,Ernesto Celaya Martinez,640,Colonia Pescadores,Puerto Penasco,,,31.303739,-113.543199,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-16,Brigadista-06
PP640-0010,Luis Gonzalez Hernandez,640,Playas de Encanto,Puerto Penasco,,,31.312347,-113.549354,Activación,Visita,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-07,Brigadista-09
PP640-0011,Adriana Mendoza Acosta,640,Barrio Antiguo,Puerto Penasco,,,31.315564,-113.544644,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-03,Brigadista-03
PP640-0012,Adriana Martinez Zazueta,640,La Marina,Puerto Penasco,6381106601,,31.316452,-113.545719,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-08,Brigadista-01
PP640-0013,Jorge Acosta Cruz,640,Ejido Coahuila,Puerto Penasco,6383560283,jorge.28@gmail.com,31.312507,-113.542766,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-28,Brigadista-05
PP640-0014,Hector Bojorquez Gonzalez,640,Villa Bonita,Puerto Penasco,6386290464,,31.315771,-113.542963,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-26,Brigadista-04
PP640-0015,Sergio Martinez Ramirez,640,Barrio Antiguo,Puerto Penasco,6383065444,,31.31812,-113.554048,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-08,Brigadista-01
PP640-0016,Ricardo Rodriguez Esquer,640,Barrio Antiguo,Puerto Penasco,6387697098,ricardo.58@gmail.com,31.315109,-113.544788,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-21,Brigadista-02
PP640-0017,Diana Sanchez Flores,640,Colonia Nuevo Penasco,Puerto Penasco,6383019277,,31.318009,-113.555097,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-03,Brigadista-10
PP640-0018,Margarita Hernandez Bernal,640,Ejido Coahuila,Puerto Penasco,6389019156,margarita.24@gmail.com,31.309675,-113.540233,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-16,Brigadista-08
PP640-0019,Elena Ortiz Hernandez,640,Ejido Suviri,Puerto Penasco,6388908133,elena.45@gmail.com,31.318556,-113.557086,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-02,Brigadista-11
PP640-0020,Manuel Celaya Moreno,640,Fraccionamiento Penasco,Puerto Penasco,,,31.306241,-113.547466,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-26,Brigadista-09
PP640-0021,Patricia Celaya Sanchez,640,Fraccionamiento Penasco,Puerto Penasco,,patricia.36@gmail.com,31.316287,-113.544824,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-03,Brigadista-07
PP640-0022,Jorge Martinez Martinez,640,Villa Bonita,Puerto Penasco,6381478098,,31.307167,-113.541798,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-17,Brigadista-12
PP640-0023,Elena Ochoa Ochoa,640,Fraccionamiento del Mar,Puerto Penasco,,elena.94@gmail.com,31.313385,-113.547338,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-18,Brigadista-06
PP640-0024,Antonio Ramirez Ortiz,640,El Cholla,Puerto Penasco,,,31.316634,-113.549339,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-24,Brigadista-04
PP640-0025,Manuel Perez Ramos,640,El Mirador,Puerto Penasco,6385205556,manuel.94@gmail.com,31.31473,-113.544802,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-03,Brigadista-06
PP640-0026,Jorge Ibarra Celaya,640,El Cholla,Puerto Penasco,6381574205,,31.317779,-113.553436,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-07,Brigadista-07
PP640-0027,Antonio Zazueta Esquer,640,Colonia Nuevo Penasco,Puerto Penasco,6388603326,,31.317079,-113.549557,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-18,Brigadista-08
PP640-0028,Patricia Vazquez Valenzuela,640,Los Medanos,Puerto Penasco,6388655712,,31.308373,-113.541528,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-26,Brigadista-06
PP640-0029,Ernesto Cruz Torres,640,El Mirador,Puerto Penasco,,,31.317547,-113.54341,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-27,Brigadista-12
PP640-0030,Diana Rodriguez Celaya,640,El Mirador,Puerto Penasco,,,31.315779,-113.548746,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-17,Brigadista-03
PP640-0031,Guadalupe Ibarra Cruz,640,Fraccionamiento del Mar,Puerto Penasco,6381820610,,31.313072,-113.546775,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-16,Brigadista-07
PP640-0032,Miguel Ruiz Garcia,640,Puerto Viejo,Puerto Penasco,6385216604,,31.31056,-113.542074,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-26,Brigadista-05
PP640-0033,Luis Rodriguez Moreno,640,El Cholla,Puerto Penasco,6383412422,,31.312668,-113.544978,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-25,Brigadista-04
PP640-0034,Sergio Gonzalez Ortiz,640,Fraccionamiento del Mar,Puerto Penasco,6383356197,,31.306889,-113.547552,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-22,Brigadista-12
PP640-0035,Jorge Garcia Sanchez,640,La Marina,Puerto Penasco,,,31.313977,-113.550235,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-05,Brigadista-11
PP640-0036,Sandra Torres Gonzalez,640,Villa Bonita,Puerto Penasco,6385565127,,31.311786,-113.54337,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-17,Brigadista-07
PP640-0037,Leticia Jimenez Ortiz,640,Playas de Encanto,Puerto Penasco,,leticia.87@gmail.com,31.31721,-113.545408,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-22,Brigadista-06
PP640-0038,Adriana Moreno Rodriguez,640,Playas de Encanto,Puerto Penasco,6385701035,,31.311004,-113.542867,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-02,Brigadista-05
